label,address_freeform,address_locality,address_region,address_postcode,address_country,phone,base_address_freeform,base_address_locality,base_address_region,base_address_postcode,base_address_country,base_phone,match_score,pred_label,llm_same_place,llm_confidence,llm_reason,llm_correct,baseline_correct
1.0,8996 mike garcia drive,manassas,va,201095455,US,7036591369.0,8996 mike garcia drive,manassas,va,20109,US,7036591369.0,0.9975310344827586,1,1,0.9977,"High similarity, baseline predicts match, address and phone are identical after postcode trim.",1,1
1.0,1006 south county road,toledo,ia,52342,US,6414848801.0,1006 south county road,toledo,ia,52342,US,6414845151.0,0.7080778744318442,1,0,0.85,Phones differ while address fully matches; similarity 0.708 and baseline 1 still leave a phone conflict leading to different places.,0,1
1.0,300 martin street,greenville,oh,453311804,US,9372030373.0,300 martin street,greenville,oh,45331,US,9372030373.0,0.95,1,1,0.98,All address fields and phone number match; only postcode format differs slightly.,1,1
1.0,172 east 12300 south,draper,ut,84020,US,8014953424.0,172 east 12300 south street,draper,ut,84020,US,8014953424.0,0.95,1,1,1.0,Full address match and identical phone number confirm same place.,1,1
1.0,266 south beverly drive,beverly hills,ca,902123805,US,3107347556.0,266 south beverly drive,beverly hills,ca,90212,US,3107347556.0,0.8798269028944289,1,1,0.98,All address fields and phone numbers match; only ZIP differs by an appended +4.,1,1
1.0,6363 main street,zachary,la,707914084,US,2256588510.0,6363 main street suite east,zachary,la,70791,US,2256588510.0,0.8536207315747014,1,1,0.95,"Identical street numbers, matching phones, and same city/region/country confirm the same place.",1,1
1.0,2811 warners road,warners,ny,13164,US,3156723398.0,2811 warners road,warners,ny,13164,US,3156723398.0,1.0,1,1,1.0,all address components and phone identical,1,1
1.0,18 bull temple road,bengaluru,ka,560004,IN,918147090194.0,17 bull temple road basavanagudi,bengaluru,karnataka,560004,IN,8147090194.0,0.6444401212353268,1,0,0.95,"Street numbers differ (18 vs 17) despite high similarity and matching city, postcode and phone.",0,1
1.0,11756 borman drive,street louis,mo,631464127,US,3144735141.0,11756 borman drive,saint louis,mo,63146,US,3144735141.0,0.9625,1,1,0.98,"High similarity score, baseline match=1, identical street address, city names are equivalent (street/saint louis), same phone number.",1,1
1.0,1060 woods mill road,chesterfield,mo,63017,US,6362272770.0,1060 woods mill road,chesterfield,mo,63017,US,6362272770.0,0.95,1,1,1.0,All address components and phone numbers are identical.,1,1
1.0,via cenisio 61,milano,25,20154,IT,390233603122.0,via cenisio 61,milano,mi,20154,IT,233603122.0,0.6634564317242835,1,1,0.95,"Both records share identical address components and phones differ only by country prefix, confirming the same place.",1,1
0.0,1530 east williams field road suite 206 210,gilbert,az,85295,US,,1530 east williams field road,gilbert,az,85295,US,3039970775.0,0.7777394295574181,1,1,0.95,"High similarity and baseline prediction match, addresses are on the same street with only suite detail difference.",0,0
0.0,5435 sugarloaf parkway,lawrenceville,ga,300435700,US,6785481918.0,5425 sugarloaf parkway suite 1103,lawrenceville,ga,30043,US,4702826178.0,0.7663905240063409,1,0,0.9,"Street numbers differ (5435 vs 5425) and phone numbers differ, so they are different places despite high similarity.",1,0
1.0,113 west chestnut street,jeffersonville,in,47130,US,8122807772.0,113 west chestnut street,jeffersonville,in,47130,US,8122807772.0,1.0,1,1,1.0,all address fields and phone numbers are identical,1,1
1.0,1113 lake murray boulevard,irmo,sc,29063,US,8037697313.0,1113 lake murray boulevard,irmo,sc,29063,US,8037697313.0,0.95,1,1,0.99,All fields including phone number are identical.,1,1
1.0,2518 north military avenue,oklahoma city,ok,731065665,US,4055211902.0,2518 north military avenue 101,oklahoma city,ok,73106,US,4055211902.0,0.9,1,1,1.0,"identical full address, matching phone number, and unit suffix confirms same property",1,1
1.0,25 pho nguyen hoang,quan nam tu liem,,12014,VN,84968964286.0,25 pho nguyen hoang,quan nam tu liem,,12014,VN,8419007334.0,0.6469754001880271,1,1,0.99,all address fields identical & high similarity score confirm same place,1,1
1.0,420 east macdade boulevard,folsom,pa,19033,US,8447475435.0,420 macdade boulevard,folsom,pa,19033,US,8447475435.0,0.8684570952110651,1,1,0.95,"matching similarity and baseline plus identical street number, city, postcode, country and phone.",1,1
0.0,7600 east orchard road,greenwood village,,801112476,US,3034880475.0,7600 east orchard road suite 300n,greenwood vilge,,80111,US,,0.6565055538112883,1,1,0.98,"High similarity score, baseline match=1, identical street number/name/city/country and overlapping postcode.",0,0
1.0,30825 ryan road,warren,mi,48092,US,5867512900.0,30825 ryan road,warren,mi,48092,US,5867512900.0,0.9381679034077396,1,1,0.99,identical address and phone number confirmed,1,1
1.0,2110 south reserve street,missoula,mt,59801,US,4065490094.0,2110 south reserve street,missoula,mt,59801,US,4065490094.0,0.95,1,1,1.0,"All address fields and phone numbers are identical, confirming the same physical place.",1,1
1.0,miskolctapolcai ut 25,miskolc,,3518,HU,3646561561.0,miskolctapolcai ut 25 27,miskolc,borsod abauj zemplen,3519,HU,646561561.0,0.7,1,0,0.95,Postcodes differ (3518 vs 3519) and similarity 0.7 < 1 with baseline 1 overridden by address mismatch.,0,1
1.0,6749 ogden avenue,berwyn,il,604023604,US,7084849060.0,6749 ogden avenue,berwyn,il,60402,US,7084849060.0,0.95,1,1,0.99,"Addresses and phones identical except trailing zip digits, same place",1,1
0.0,1515 harrison avenue northwest,olympia,wa,985025352,US,3604366313.0,1722 harrison avenue northwest,olympia,wa,985025200,US,3602800509.0,0.587109531194911,0,0,0.98,street numbers differ (1515 vs 1722),1,1
1.0,811 collins boulevard,covington,la,70433,US,9858984964.0,811 collins boulevard,covington,la,70433,US,9858984964.0,0.95,1,1,0.99,all fields identical,1,1
0.0,249 john street,south amboy,nj,088791796,US,7327441749.0,140 broadway north,south amboy,nj,088791642,US,7325255924.0,0.3861249385373779,0,0,0.9,"Different street numbers, street names, and phones confirm distinct places despite same city.",1,1
1.0,richardson road corder drive,,,2570,AU,61435914137.0,richardson road corder drive,spring farm,new south wales,2570,AU,435914137.0,0.7901435839881494,1,1,0.88,"same street and postcode, phones match (ignoring 61 prefix), similarity and baseline strong",1,1
0.0,rua duque de caxias 389,barra mansa,rj,27345010,BR,5524992941319.0,avenida joaquim leite 509,barra mansa,rj,27345390,BR,552433239163.0,0.3720848307292602,0,0,0.95,Addresses differ in street name and postcode; phones also differ.,1,1
1.0,805 north main street,celina,oh,45822,US,5675105908.0,805 north main street,celina,oh,45822,US,5675105908.0,1.0,1,1,1.0,All address fields and phone numbers are identical.,1,1
1.0,6106 gunn highway,tampa,floor,33625,US,8139624420.0,6106 gunn highway,tampa,floor,33625,US,8139624420.0,1.0,1,1,1.0,All address fields and phone numbers are identical.,1,1
0.0,8800 rosedale highway,bakersfield,ca,93312,US,6618294641.0,8800 rosedale highway next to home depot walmart,bakersfield,ca,93312,US,6618294653.0,0.699313487719877,1,1,0.85,"Same address, city, and postcode; adjacent description ignored; phones differ by only last two digits; high similarity and baseline support match.",0,0
0.0,hamam sokak 1,luleburgaz,,39750,TR,902884125378.0,dere mah,,,39750,TR,,0.2412803143822657,0,0,0.24,"Low similarity, baseline says different, and addresses do not match (street name and city differ).",1,1
0.0,8000 five mile road suite 305,cincinnati,oh,45255,US,5132323500.0,7500 state road,cincinnati,oh,45255,US,5136244500.0,0.5091576969516534,0,0,0.5,Street numbers (8000 vs 7500) and street names differ; similarity score just above 0.5 but baseline prediction already 0.,1,1
1.0,1218 troy schenectady road,latham,ny,12110,US,5187858800.0,1218 troy schenectady road,latham,ny,12110,US,5185811200.0,0.6,0,1,0.95,"identical address components and same place type, despite different phone numbers",1,0
1.0,nelblingstrasse 13,wurmlingen,bw,78573,DE,4974611718009.0,nelblingstr 13,wurmlingen,baden wurttemberg,78573,DE,,0.6673913043478261,1,1,0.9,"High similarity score, baseline prediction matches, and all key address components align despite minor street abbreviation.",1,1
1.0,london road,dorchester,,DT11NE,GB,441305266066.0,london road,dorchester,dorset,DT11NE,GB,1305555700.0,0.6388247485117606,1,1,0.95,"high similarity score and baseline prediction agree, and addresses match completely apart from optional region field",1,1
1.0,1766 palo verde avenue,east palo alto,ca,96303,US,4089844462.0,1766 palo verde avenue,east palo alto,ca,96303,US,4089844462.0,1.0,1,1,1.0,"perfect similarity score, baseline prediction 1, and every address component matches",1,1
1.0,69005 main street,blountsville,al,35031,US,2054293351.0,69005 main street,blountsville,al,35031,US,2054293351.0,0.95,1,1,1.0,all address fields and phone identical,1,1
1.0,13321 north meridian avenue,oklahoma city,ok,731208315,US,8667352038.0,13321 north meridian avenue suite 110,oklahoma city,ok,73120,US,8669212392.0,0.7475,1,1,0.87,"High similarity score and baseline match, addresses nearly identical, only suite detail differs.",1,1
1.0,5980 cattleridge boulevard,sarasota,floor,34232,US,9413792729.0,5980 cattleridge boulevard,sarasota,floor,34232,US,9413792729.0,0.7999999999999999,1,1,0.999,"Perfect match on address, city, postcode, and phone number.",1,1
0.0,calle morelos 805,guadalajara,,44100,MX,523344444859.0,calle camarena 141,guadalajara,,44160,MX,523339159117.0,0.551548763038665,0,0,0.9,Different street names and phone numbers; cities and countries match but score and baseline say different places.,1,1
1.0,413 pulaski highway,joppa,md,210853610,US,4106791000.0,413 pulaski highway,joppa,md,21085,US,4106791064.0,0.8272789179981882,1,1,0.87,"High similarity and baseline match, with identical street address and city; phone numbers are from the same exchange.",1,1
1.0,36 high street,sutton,eng,SM11HF,GB,442087703560.0,36 high street,sutton,,SM11HF,GB,2087703560.0,0.85,1,1,0.95,All address fields and phone numbers match exactly.,1,1
0.0,59 babbacombe downs road,torquay,eng,TQ13LP,GB,441803316200.0,33 35 babbacombe downs road,torquay,eng,TQ13,GB,447391122365.0,0.4834955108987638,0,0,0.48,"low similarity, baseline 0, street numbers differ",1,1
1.0,820 northeast park street,okeechobee,floor,34972,US,8638246101.0,820 northeast park street,okeechobee,floor,34972,US,8638246101.0,0.95,1,1,1.0,All address fields and phone numbers are identical,1,1
1.0,201 abraham flexner way suite 102,louisville,ky,40202,US,5025608300.0,201 abraham flexner way suite 102,louisville,ky,40202,US,5025608300.0,0.9259517868183345,1,1,1.0,All address fields and phone numbers are identical.,1,1
1.0,1404 lawrenceville suwanee road,lawrenceville,ga,300434343,US,7709627333.0,1404 lawrenceville suwanee road suite 104,lawrenceville,ga,30043,US,7709627333.0,0.920038441807712,1,1,0.95,"High similarity, baseline match, identical street numbers, names, cities, regions, countries, and phone numbers; differing only in unit detail.",1,1
0.0,300 9th avenue,beaver falls,pa,15010,US,7248461440.0,300 9th avenue,beaver falls,pa,15010,US,7248431000.0,0.6289152033561846,0,1,0.95,Identical address components and high similarity score indicate the same place despite different phone numbers.,0,1
1.0,366 field street,greenville,sc,296013562,US,8559729090.0,366 field street,greenville,sc,29601,US,8559729090.0,0.8773209523368751,1,1,0.99,identical street number street city phone and country with only a trailing zip digits difference,1,1
0.0,1220 tasman drive,sunnyvale,ca,940892400,US,4089620506.0,1257 tasman drive,sunnyvale,ca,940892250,US,,0.6054190189764818,0,0,0.8,Different street numbers (1220 vs 1257) outweigh matching city/postcode/region/country.,1,1
1.0,piazza vittorio emanuele ii 9,belluno,34,32100,IT,39043725271.0,piazza vittorio emanuele ii 12,belluno,bl,32100,IT,43725271.0,0.55,0,0,0.9,Street numbers differ (9 vs 12) despite same city and postcode.,0,0
1.0,14200 1st avenue south,burien,wa,981683430,US,2063600444.0,14200 1st avenue south suite b,burien,wa,98168,US,2063600444.0,0.8866619495658595,1,1,0.95,"High similarity, matching baseline, cities and phone identical; only minor suite suffix difference does not change physical place.",1,1
1.0,38 fore street,torquay,eng,TQ14LX,GB,441803494001.0,38 fore street street marychurch,torquay,,TQ14LX,GB,1803494001.0,0.7285714285714286,1,1,0.95,"Same street number, street, city, postcode, and equivalent phone numbers confirm the same place.",1,1
1.0,1766 palo verde avenue,east palo alto,ca,96303,US,4089844462.0,1766 palo verde avenue,east palo alto,ca,96303,US,4089844462.0,0.95,1,1,0.99,High similarity score predicts match and every address component plus phone number are identical.,1,1
1.0,1st floor muthu complex no 3 117 gst main road,,,625006,IN,918929113279.0,no 3 117 1st floor muthu complex gst road thiru nagar,madurai,tamil nadu,625006,IN,8001036369.0,0.6799999999999999,1,1,0.95,"Same postcode, same numeric address components (3,117), and same building description; only city name differs but local knowledge confirms GST Road runs through Madurai; high similarity score and baseline pred also indicate match.",1,1
0.0,3rd floor rajapushpa business center kondapur,hyderabad,telangana,500084,IN,6194420600.0,3rd floor rajapushpa business center kondapur,hyderabad,telangana,500084,IN,6194420600.0,0.8958650793650794,1,1,1.0,All address components and phone numbers are identical.,0,0
1.0,pye cor,,,BS161SE,GB,441454776098.0,pye corner,bristol,,BS161SE,GB,1454776098.0,0.7738461538461539,1,1,0.98,"identical postcode, same street name variant, matching phones, similarity >0.77",1,1
1.0,4751 southwest 42nd terrace,fort lauderdale,floor,33314,US,9543470374.0,4751 southwest 42nd terrace,fort lauderdale,floor,33314,US,9547194532.0,0.6545525942294375,1,1,0.85,All address fields match and high similarity score overrides the differing phone numbers.,1,1
1.0,seoulsi yongsangu ceongparo49gil 99,yongsan district,,04312,KR,220777052.0,ceongpadong2ga 53 12,,,,KR,220777755.0,0.3008376623376623,0,0,0.65,"similarity 0.30 is low, baseline pred is 0, and address components differ (street numbers, street names, postcode).",0,0
1.0,kaltenkirchener siedlung 3,putlitz,,16949,DE,493022005500.0,kaltenkirchener siedlung 3,putlitz,brandenburg,16949,DE,3022005500.0,0.79689216014613,1,1,0.99,identical address components and equivalent phone numbers,1,1
1.0,westbahnstrasse 55,street valentin,lower austria,4300,AT,7435581930.0,westbahnstrasse 55,sankt valentin,lower austria,4300,AT,7435581930.0,0.9510382248017828,1,1,0.99,"identical address street/number/region/postcode/country, identical phone number; city name difference is minor regional spelling variant.",1,1
0.0,12623 eckel junction road suite 2600 entrance c,perrysburg,oh,43551,US,4198858449.0,12623 eckel junction road,perrysburg,oh,43551,US,5673681000.0,0.6850108793485655,1,1,0.95,"High similarity score, baseline 1, and matching street number/name/city/postcode/country indicate same place despite different unit descriptors and phones.",0,0
1.0,600 east army post road,des moines,ia,503155931,US,5156509354.0,600 east army post road,des moines,ia,50315,US,5156509354.0,0.9,1,1,0.99,identical addresses and phone numbers indicate the same place,1,1
0.0,310 east 75th street,new york,ny,100210127,US,6463421251.0,342 east 77th street,new york,ny,100752401,US,2125979555.0,0.5950287397641196,0,0,0.95,Street numbers and names differ; similarity score is below typical match threshold.,1,1
0.0,6550 fannin street,houston,tx,770302701,US,7134411100.0,6560 fannin street scurlock suite 1950,houston,tx,77030,US,7134414280.0,0.6408323573820246,1,0,0.95,different street numbers (6550 vs 6560) and different phone numbers indicate separate locations,1,0
0.0,attundavagen 1,taby,,18334,SE,4687584814.0,akerbyvagen 4,taby,,18334,SE,850382760.0,0.4675911838559754,0,0,0.95,Different street names and numbers; phones differ; similarity and baseline both 0.,1,1
1.0,1601 north 32nd street,muskogee,ok,744012248,US,9189105253.0,1601 north 32nd street,muskogee,ok,74401,US,9189105253.0,0.87339216014613,1,1,0.99,"All key address components, including street number, street, city, country, phone number, and region match exactly; only zip code trailing zeros trimmed, which is expected.",1,1
1.0,5909 breckenridge parkway,tampa,floor,336104237,US,8133591293.0,5909 breckenridge parkway suite g,tampa,floor,33610,US,8133591293.0,0.8975000000000001,1,1,0.95,"Both records share identical street, city, country and phone numbers; only a suite suffix differs.",1,1
1.0,7230 west north avenue,elmwood park,il,60707,US,7083955880.0,7230 west north avenue,elmwood park,il,60707,US,7083955880.0,1.0,1,1,1.0,All fields identical across records.,1,1
0.0,office first floor center point plaza 57 58 mini river view commercial phase 7 bahria town rawalpindi,islamabad,,44000,PK,923366667333.0,office no 101 1st floor plot no 12 malik heights midway commercial main bahria expressway phase 7 rawalpindi,rawalpindi,,46000,PK,923005123279.0,0.4836248844764704,0,0,0.82,Cities differ (Islamabad vs Rawalpindi) and addresses describe distinct buildings in different parts of Phase-7 Bahria Town.,1,1
1.0,320 high tide drive suite 101,street augustine beach,floor,32080,US,9046082936.0,320 high tide drive 101,saint augustine,floor,32080,US,9048252351.0,0.8210294117647058,1,0,0.85,similarity high but predicted different place and phone numbers differ,0,1
1.0,84 bosco nagar opp kirstujyothi colleget c playa main road bangalore 560036,bangalore,karnataka,560036,IN,9877037733.0,shop no 20 near anugrah hospital next to ak food super market govinda chetty palya electroniccit 560099,bangalore,karnataka,560099,IN,9877037733.0,0.6031914893617022,0,0,0.95,Distinct postcodes and dissimilar street details despite identical phone numbers indicate different places.,0,0
0.0,370 main street,winkler,mb,R6W4B2,CA,2043259595.0,555 north railway avenue,winkler,mb,R6W,CA,2043258777.0,0.3284771893879863,0,0,0.85,Low similarity and mismatched street numbers and names outweigh same city/region.,1,1
1.0,ladau 273,krumbach,,6942,AT,4355138640.0,ladau 273,krumbach,,6942,AT,55138640.0,0.75,1,1,0.95,"Identical street number and name, city, postcode, country; phone numbers differ only by Austrian international prefix +43.",1,1
0.0,cherating river,kampong cherating,,,MY,60132152708.0,lot 367 kampong cherating lama,kampong baharu cherating,,26080,MY,6095819248.0,0.4312731637151542,0,0,0.9,"Different street-level addresses, cities, and phone numbers indicate distinct places despite both being in the Cherating area of Malaysia.",1,1
1.0,lushes bungalpw,sturminster newton,,DT101HD,GB,8002980079.0,lushes bungalow,sturminster newton,,DT101HD,GB,7527113664.0,0.7572427922954239,1,1,0.93,"High similarity score, baseline match 1, identical city/postcode/country, and minor address spelling difference is clearly a typo.",1,1
0.0,3rd floor rajapushpa business center kondapur,hyderabad,telangana,500084,IN,4048687888.0,3rd floor rajapushpa business center kondapur,hyderabad,telangana,500084,IN,6194420600.0,0.7458650793650794,1,1,0.75,All address components match and baseline prediction is 1; phone numbers differ slightly lowering confidence.,0,0
1.0,200 west i65 service road south,mobile,al,36608,US,2513437101.0,200 west i65 service road south,mobile,al,36608,US,2513437101.0,1.0,1,1,1.0,All address components and phone numbers are identical.,1,1
1.0,3105 grand avenue,ames,ia,50010,US,5152331736.0,3015 grand avenue,ames,ia,50010,US,5152331345.0,0.6699999999999999,1,0,0.7,"Street numbers differ (3105 vs 3015) and phone numbers differ, outweighing the similarity score and baseline prediction.",0,1
1.0,849 via del castello street,henderson,nv,89011,US,7029035137.0,849 via del castello,henderson,nv,89011,US,7029035137.0,0.7999999999999999,1,1,0.95,"High similarity, baseline match 1, identical address components and phone.",1,1
1.0,3200 handley ederville road,richland hills,tx,761185813,US,8179212222.0,3200 handley ederville road,richland hills,tx,76118,US,8179212222.0,0.85,1,1,0.95,"Identical address, city, region and phone; only postcode suffix differs (58 suffix stripped).",1,1
0.0,60 railroad place,saratoga springs,ny,128663007,US,5185841531.0,497 broadway,saratoga springs,ny,12866,US,5185841775.0,0.4129016362196256,0,0,0.95,Different street numbers and street names; similarity score and baseline pred both low.,1,1
0.0,3400 55th street northwest,rochester,mn,559010123,US,5072808270.0,3400 55th street northwest,rochester,mn,55901,US,5072808270.0,0.8506942036068307,1,1,0.99,"high similarity, baseline match, and all address/phone fields identical",0,0
1.0,11001 north port washington road,mequon,wi,53092,US,2622418800.0,11001 north port washington road,mequon,wi,53092,US,2622418800.0,0.95,1,1,1.0,All address components and phone numbers match exactly.,1,1
