label,address_freeform,address_locality,address_region,address_postcode,address_country,phone,base_address_freeform,base_address_locality,base_address_region,base_address_postcode,base_address_country,base_phone,match_score,pred_label,llm_same_place,llm_confidence,llm_reason,llm_correct,baseline_correct
0.0,1800 carl d silver parkway,fredericksburg,va,22401,US,5407862090.0,1800 carl d silver parkway,fredericksburg,va,22401,US,5405488095.0,0.7006942036068307,1,0,0.7006942036068307,"Cities and street numbers match, but phone numbers differ.",1,0
0.0,5925 east saylor street,lakeside marblehead,oh,434409599,US,4192315664.0,5925 east saylor street,lakeside marblehead,oh,43440,US,4197020589.0,0.6288881509285924,0,0,0.6288881509285924,"Cities match, but street numbers and phone numbers are the same and different respectively, however the postcode and phone number differences lead to a different place decision.",1,1
0.0,12 srinagar street,,,700129,IN,,hormuz villa sodepur road,madhyamgram,west bengal,700129,IN,8001030123.0,0.2280972222222222,0,0,0.2280972222222222,Cities and street numbers differ.,1,1
1.0,90 colesbourne road,cheltenham,,GL516DN,GB,1452538638.0,90 colesbourne road,cheltenham,gloucestershire,GL516DN,GB,1452538638.0,0.95089216014613,1,1,0.99,All address components and phone numbers match.,1,1
1.0,6300 west parker road,plano,tx,750938100,US,9729817870.0,6300 west parker road 322,plano,tx,75093,US,9729817870.0,1.0,1,1,0.9,Matching phone number and most address components.,1,1
1.0,37 silvester way,fleet,eng,GU520RG,GB,441252625464.0,37 silvester way church crookham,fleet,,GU520RG,GB,1252625464.0,0.676,1,1,0.95,"Matching street number, city, postcode, and country with similar phone numbers.",1,1
1.0,8996 mike garcia drive,manassas,va,201095455,US,7036591369.0,8996 mike garcia drive,manassas,va,20109,US,7036591369.0,0.9975310344827586,1,1,0.9975310344827586,All address components match and phone numbers are equal.,1,1
1.0,1006 south county road,toledo,ia,52342,US,6414848801.0,1006 south county road,toledo,ia,52342,US,6414845151.0,0.7080778744318442,1,0,0.7080778744318442,"Cities and street numbers match, but phone numbers differ.",0,1
1.0,300 martin street,greenville,oh,453311804,US,9372030373.0,300 martin street,greenville,oh,45331,US,9372030373.0,0.95,1,1,0.99,All address components match and phone numbers are equal.,1,1
1.0,172 east 12300 south,draper,ut,84020,US,8014953424.0,172 east 12300 south street,draper,ut,84020,US,8014953424.0,0.95,1,1,0.99,All address components match and phone numbers are equal.,1,1
1.0,266 south beverly drive,beverly hills,ca,902123805,US,3107347556.0,266 south beverly drive,beverly hills,ca,90212,US,3107347556.0,0.8798269028944289,1,1,0.99,All address components match and phone numbers are equal.,1,1
1.0,6363 main street,zachary,la,707914084,US,2256588510.0,6363 main street suite east,zachary,la,70791,US,2256588510.0,0.8536207315747014,1,1,0.99,All address components match and phone numbers are equal.,1,1
1.0,2811 warners road,warners,ny,13164,US,3156723398.0,2811 warners road,warners,ny,13164,US,3156723398.0,1.0,1,1,1.0,All address components and phone numbers match.,1,1
1.0,18 bull temple road,bengaluru,ka,560004,IN,918147090194.0,17 bull temple road basavanagudi,bengaluru,karnataka,560004,IN,8147090194.0,0.6444401212353268,1,0,0.7,"Cities and postcodes match, but street numbers differ.",0,1
1.0,11756 borman drive,street louis,mo,631464127,US,3144735141.0,11756 borman drive,saint louis,mo,63146,US,3144735141.0,0.9625,1,1,0.99,"All address components match except city, which is likely a naming variation, and phone numbers are equal.",1,1
1.0,1060 woods mill road,chesterfield,mo,63017,US,6362272770.0,1060 woods mill road,chesterfield,mo,63017,US,6362272770.0,0.95,1,1,1.0,All address components and phone numbers match.,1,1
1.0,via cenisio 61,milano,25,20154,IT,390233603122.0,via cenisio 61,milano,mi,20154,IT,233603122.0,0.6634564317242835,1,1,0.95,All address components match and phone numbers are similar.,1,1
0.0,1530 east williams field road suite 206 210,gilbert,az,85295,US,,1530 east williams field road,gilbert,az,85295,US,3039970775.0,0.7777394295574181,1,1,0.7777394295574181,"Similarity score and matching city, street name, and postcode support same place.",0,0
0.0,5435 sugarloaf parkway,lawrenceville,ga,300435700,US,6785481918.0,5425 sugarloaf parkway suite 1103,lawrenceville,ga,30043,US,4702826178.0,0.7663905240063409,1,0,0.7663905240063409,Street numbers differ.,1,0
1.0,113 west chestnut street,jeffersonville,in,47130,US,8122807772.0,113 west chestnut street,jeffersonville,in,47130,US,8122807772.0,1.0,1,1,1.0,All address components and phone numbers match.,1,1
1.0,1113 lake murray boulevard,irmo,sc,29063,US,8037697313.0,1113 lake murray boulevard,irmo,sc,29063,US,8037697313.0,0.95,1,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 100000, Requested 301. Please try again in 4m20.064s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",0,1
1.0,2518 north military avenue,oklahoma city,ok,731065665,US,4055211902.0,2518 north military avenue 101,oklahoma city,ok,73106,US,4055211902.0,0.9,1,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 100000, Requested 302. Please try again in 4m20.928s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",0,1
1.0,25 pho nguyen hoang,quan nam tu liem,,12014,VN,84968964286.0,25 pho nguyen hoang,quan nam tu liem,,12014,VN,8419007334.0,0.6469754001880271,1,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 100000, Requested 312. Please try again in 4m29.567999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",0,1
1.0,420 east macdade boulevard,folsom,pa,19033,US,8447475435.0,420 macdade boulevard,folsom,pa,19033,US,8447475435.0,0.8684570952110651,1,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 100000, Requested 307. Please try again in 4m25.248s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",0,1
0.0,7600 east orchard road,greenwood village,,801112476,US,3034880475.0,7600 east orchard road suite 300n,greenwood vilge,,80111,US,,0.6565055538112883,1,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 100000, Requested 306. Please try again in 4m24.383999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1,0
1.0,30825 ryan road,warren,mi,48092,US,5867512900.0,30825 ryan road,warren,mi,48092,US,5867512900.0,0.9381679034077396,1,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 100000, Requested 302. Please try again in 4m20.928s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",0,1
1.0,2110 south reserve street,missoula,mt,59801,US,4065490094.0,2110 south reserve street,missoula,mt,59801,US,4065490094.0,0.95,1,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 100000, Requested 299. Please try again in 4m18.336s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",0,1
1.0,miskolctapolcai ut 25,miskolc,,3518,HU,3646561561.0,miskolctapolcai ut 25 27,miskolc,borsod abauj zemplen,3519,HU,646561561.0,0.7,1,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 100000, Requested 318. Please try again in 4m34.752s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",0,1
1.0,6749 ogden avenue,berwyn,il,604023604,US,7084849060.0,6749 ogden avenue,berwyn,il,60402,US,7084849060.0,0.95,1,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 100000, Requested 298. Please try again in 4m17.471999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",0,1
0.0,1515 harrison avenue northwest,olympia,wa,985025352,US,3604366313.0,1722 harrison avenue northwest,olympia,wa,985025200,US,3602800509.0,0.587109531194911,0,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 100000, Requested 307. Please try again in 4m25.248s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1,1
1.0,811 collins boulevard,covington,la,70433,US,9858984964.0,811 collins boulevard,covington,la,70433,US,9858984964.0,0.95,1,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 100000, Requested 297. Please try again in 4m16.608s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",0,1
0.0,249 john street,south amboy,nj,088791796,US,7327441749.0,140 broadway north,south amboy,nj,088791642,US,7325255924.0,0.3861249385373779,0,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 100000, Requested 303. Please try again in 4m21.792s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1,1
1.0,richardson road corder drive,,,2570,AU,61435914137.0,richardson road corder drive,spring farm,new south wales,2570,AU,435914137.0,0.7901435839881494,1,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 100000, Requested 305. Please try again in 4m23.52s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",0,1
0.0,rua duque de caxias 389,barra mansa,rj,27345010,BR,5524992941319.0,avenida joaquim leite 509,barra mansa,rj,27345390,BR,552433239163.0,0.3720848307292602,0,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 100000, Requested 317. Please try again in 4m33.888s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1,1
1.0,805 north main street,celina,oh,45822,US,5675105908.0,805 north main street,celina,oh,45822,US,5675105908.0,1.0,1,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 100000, Requested 295. Please try again in 4m14.88s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",0,1
1.0,6106 gunn highway,tampa,floor,33625,US,8139624420.0,6106 gunn highway,tampa,floor,33625,US,8139624420.0,1.0,1,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 100000, Requested 297. Please try again in 4m16.608s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",0,1
0.0,8800 rosedale highway,bakersfield,ca,93312,US,6618294641.0,8800 rosedale highway next to home depot walmart,bakersfield,ca,93312,US,6618294653.0,0.699313487719877,1,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99999, Requested 310. Please try again in 4m26.976s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1,0
0.0,hamam sokak 1,luleburgaz,,39750,TR,902884125378.0,dere mah,,,39750,TR,,0.2412803143822657,0,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99999, Requested 292. Please try again in 4m11.423999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1,1
0.0,8000 five mile road suite 305,cincinnati,oh,45255,US,5132323500.0,7500 state road,cincinnati,oh,45255,US,5136244500.0,0.5091576969516534,0,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99999, Requested 304. Please try again in 4m21.792s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1,1
1.0,1218 troy schenectady road,latham,ny,12110,US,5187858800.0,1218 troy schenectady road,latham,ny,12110,US,5185811200.0,0.6,0,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99999, Requested 305. Please try again in 4m22.656s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",0,0
1.0,nelblingstrasse 13,wurmlingen,bw,78573,DE,4974611718009.0,nelblingstr 13,wurmlingen,baden wurttemberg,78573,DE,,0.6673913043478261,1,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99999, Requested 303. Please try again in 4m20.928s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",0,1
1.0,london road,dorchester,,DT11NE,GB,441305266066.0,london road,dorchester,dorset,DT11NE,GB,1305555700.0,0.6388247485117606,1,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99999, Requested 297. Please try again in 4m15.744s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",0,1
1.0,1766 palo verde avenue,east palo alto,ca,96303,US,4089844462.0,1766 palo verde avenue,east palo alto,ca,96303,US,4089844462.0,1.0,1,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99999, Requested 303. Please try again in 4m20.928s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",0,1
1.0,69005 main street,blountsville,al,35031,US,2054293351.0,69005 main street,blountsville,al,35031,US,2054293351.0,0.95,1,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99999, Requested 297. Please try again in 4m15.744s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",0,1
1.0,13321 north meridian avenue,oklahoma city,ok,731208315,US,8667352038.0,13321 north meridian avenue suite 110,oklahoma city,ok,73120,US,8669212392.0,0.7475,1,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99999, Requested 306. Please try again in 4m23.52s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",0,1
1.0,5980 cattleridge boulevard,sarasota,floor,34232,US,9413792729.0,5980 cattleridge boulevard,sarasota,floor,34232,US,9413792729.0,0.7999999999999999,1,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99999, Requested 310. Please try again in 4m26.976s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",0,1
0.0,calle morelos 805,guadalajara,,44100,MX,523344444859.0,calle camarena 141,guadalajara,,44160,MX,523339159117.0,0.551548763038665,0,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99999, Requested 303. Please try again in 4m20.928s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1,1
1.0,413 pulaski highway,joppa,md,210853610,US,4106791000.0,413 pulaski highway,joppa,md,21085,US,4106791064.0,0.8272789179981882,1,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99999, Requested 305. Please try again in 4m22.656s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",0,1
1.0,36 high street,sutton,eng,SM11HF,GB,442087703560.0,36 high street,sutton,,SM11HF,GB,2087703560.0,0.85,1,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99999, Requested 295. Please try again in 4m14.016s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",0,1
0.0,59 babbacombe downs road,torquay,eng,TQ13LP,GB,441803316200.0,33 35 babbacombe downs road,torquay,eng,TQ13,GB,447391122365.0,0.4834955108987638,0,0,0.0,"LLM error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kbhbqrwgf0w8x26eacqmdrxq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99999, Requested 311. Please try again in 4m27.839999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1,1
