label,address_freeform,address_locality,address_region,address_postcode,address_country,phone,base_address_freeform,base_address_locality,base_address_region,base_address_postcode,base_address_country,base_phone,match_score,pred_label,llm_same_place,llm_confidence,llm_reason,llm_correct,baseline_correct
0.0,1 medical center boulevard 7th floor,winston salem,nc,27157,US,3367134500.0,1 medical center boulevard 7th floor,winston salem,nc,27157,US,3367162011.0,0.7923010652419931,1,1,0.96,"identical address, city, and postcode; baseline pred is 1 and similarity is high despite phone numbers differing",0,0
0.0,apollo children hospital no 15 shafee mohammed road thousand lights,chennai,tamil nadu,600006,IN,8605001066.0,apollo hospitals greams road no 21 greams lane off greams road,chennai,tamil nadu,600006,IN,8605001066.0,0.5308674998307756,0,0,0.85,Same city/postcode/phone but different street numbers and names indicate separate nearby Apollo facilities.,1,1
1.0,501 north mt vernon avenue,san bernardino,ca,92411,US,9093841080.0,501 north mt vernon avenue,san bernardino,ca,92411,US,9093841080.0,1.0,1,1,1.0,"All fields including phone identical, addresses match perfectly.",1,1
1.0,Dong Jing Du Zu Li Qu Qian Zhu 3Ding Mu 92,Zu Li Qu,,1200034,JP,81343765222.0,Qian Zhu 3 92 Bei Qian Zhu marui 5f,Zu Li Qu,Dong Jing Du,〒1208501,JP,343765222.0,0.5052337026518146,0,1,0.95,"Similarity score >0.5, baseline pred=0 overridden by matching city and reconcilable street info plus matching phone numbers.",1,0
1.0,4141 north rockton avenue,rockford,il,61103,US,8153161500.0,4141 north rockton avenue,rockford,il,61103,US,8153161500.0,1.0,1,1,1.0,identical address and phone confirm the same place,1,1
1.0,203 jamestown boulevard,rogersville,mo,657426526,US,4175800291.0,203 jamestown boulevard unit c,rogersville,mo,65742,US,4178639455.0,0.6975,1,0,0.85,same street but different phone numbers indicate separate sub-units,0,1
1.0,4514 u south 2,havre,mt,59501,US,4064146076.0,4500 u south 2,havre,mt,59501,US,4062655428.0,0.650609061538858,1,0,0.85,"Street numbers differ (4514 vs 4500) and phone numbers do not match, despite high similarity and baseline pred.",0,1
0.0,8296 old courthouse road,vienna,va,221823852,US,7038488889.0,8320 old courthouse road 130,vienna,va,22182,US,7033564900.0,0.6118474471270798,0,0,0.8,Different street numbers and phone numbers indicate distinct locations despite being on the same road.,1,1
0.0,4 rue des cloutiers,brive la gaillarde,,19100,FR,33755630052.0,,,,,,33686422761.0,0.0,0,0,0.1,"No address data in B, phones different, cannot confirm match.",1,1
1.0,720 boston tpke,shrewsbury,ma,015454166,US,8005118940.0,720 boston turnpike,shrewsbury,ma,01545,US,8005118940.0,0.977777777777778,1,1,0.98,"High similarity score, baseline pred=1, all key address fields match, phone identical.",1,1
1.0,11 martins lane,exeter,eng,EX11EY,GB,441392272040.0,1 3 martins lane,exeter,,EX11EY,GB,1392272040.0,0.72,1,1,0.9,"Same city, postcode, country and phone number; street numbers differ slightly but similarity and baseline predict match.",1,1
1.0,1226 gardiner lane,louisville,ky,402131834,US,5024510595.0,1226 gardiner lane,louisville,ky,40213,US,5024510595.0,0.871009886931692,1,1,0.98,All address fields and phone numbers match; only a trailing zip+4 difference.,1,1
1.0,2401 north 1 35 east,waxahachie,tx,75167,US,9729380444.0,2401 north 1 35 east,waxahachie,tx,75167,US,9729380444.0,0.8490885839401334,1,1,1.0,"similarity high, baseline match yes, all address fields identical, phone numbers identical",1,1
1.0,ctra torroella l estartit km 4 3,l estartit,girona,17258,ES,639408590.0,center torroella a l estartit km 4 3,torroella de montgri,girona,17258,ES,639408590.0,0.9769230769230768,1,1,0.98,high similarity score and baseline plus identical phone and postcode; street numbers and names align despite minor descriptive differences,1,1
1.0,rua 5 de outubro 33c,cascais,,2775562,PT,351217241624.0,rua 5 de outubro 33 c east d,cascais,lisbon,2775562,PT,217241624.0,0.8250000000000001,1,1,0.9,"Same phone, city, postcode, country and matching street number 33.",1,1
0.0,1 3 grove road,heron cross,,ST43AY,GB,1782311966.0,hines street,,,ST43AT,GB,441782312671.0,0.3261079618360948,0,0,0.95,"Different streets and phone numbers, low similarity score confirms not the same place.",1,1
0.0,759 chestnut street,springfield,ma,01199,US,4137945600.0,759 chestnut street,springfield,ma,01199,US,4137945600.0,0.935219638087249,1,1,0.94,All address fields and phone numbers are identical.,0,0
0.0,1800 carl d silver parkway,fredericksburg,va,22401,US,5407862090.0,1800 carl d silver parkway,fredericksburg,va,22401,US,5405488095.0,0.7006942036068307,1,1,0.95,Addresses fully match; same high similarity and baseline match despite different phones.,0,0
0.0,5925 east saylor street,lakeside marblehead,oh,434409599,US,4192315664.0,5925 east saylor street,lakeside marblehead,oh,43440,US,4197020589.0,0.6288881509285924,0,1,0.85,"High similarity, baseline 0 overridden by identical address except trailing zip digits; phones differ but address match dominates.",0,1
0.0,12 srinagar street,,,700129,IN,,hormuz villa sodepur road,madhyamgram,west bengal,700129,IN,8001030123.0,0.2280972222222222,0,0,0.85,"Different addresses and streets, low similarity score.",1,1
1.0,90 colesbourne road,cheltenham,,GL516DN,GB,1452538638.0,90 colesbourne road,cheltenham,gloucestershire,GL516DN,GB,1452538638.0,0.95089216014613,1,1,0.95089216014613,"similarity high, all address fields identical and phone numbers match",1,1
1.0,6300 west parker road,plano,tx,750938100,US,9729817870.0,6300 west parker road 322,plano,tx,75093,US,9729817870.0,1.0,1,1,0.95,"Same street, city, postcode, country and phone; suite number variation is minor.",1,1
1.0,37 silvester way,fleet,eng,GU520RG,GB,441252625464.0,37 silvester way church crookham,fleet,,GU520RG,GB,1252625464.0,0.676,1,1,0.95,"High similarity and baseline match, all core address and phone data align.",1,1
1.0,8996 mike garcia drive,manassas,va,201095455,US,7036591369.0,8996 mike garcia drive,manassas,va,20109,US,7036591369.0,0.9975310344827586,1,1,0.998,Perfect address and phone match except for trailing zip digits.,1,1
1.0,1006 south county road,toledo,ia,52342,US,6414848801.0,1006 south county road,toledo,ia,52342,US,6414845151.0,0.7080778744318442,1,1,0.83,"Address component matches confirm same place, only phone digits differ.",1,1
1.0,300 martin street,greenville,oh,453311804,US,9372030373.0,300 martin street,greenville,oh,45331,US,9372030373.0,0.95,1,1,0.99,"identical street, phone, city, and country; postcodes differ only in suffix but overlap",1,1
1.0,172 east 12300 south,draper,ut,84020,US,8014953424.0,172 east 12300 south street,draper,ut,84020,US,8014953424.0,0.95,1,1,1.0,"Identical address components, cities, postcodes and phone numbers confirm the records point to the same place.",1,1
1.0,266 south beverly drive,beverly hills,ca,902123805,US,3107347556.0,266 south beverly drive,beverly hills,ca,90212,US,3107347556.0,0.8798269028944289,1,1,0.95,All address parts and phone match; high similarity plus baseline agree.,1,1
1.0,6363 main street,zachary,la,707914084,US,2256588510.0,6363 main street suite east,zachary,la,70791,US,2256588510.0,0.8536207315747014,1,1,0.92,"phone numbers identical, addresses same street & city differing only by suite suffix",1,1
1.0,2811 warners road,warners,ny,13164,US,3156723398.0,2811 warners road,warners,ny,13164,US,3156723398.0,1.0,1,1,1.0,All address fields and phone numbers are identical.,1,1
1.0,18 bull temple road,bengaluru,ka,560004,IN,918147090194.0,17 bull temple road basavanagudi,bengaluru,karnataka,560004,IN,8147090194.0,0.6444401212353268,1,0,0.95,street numbers differ (18 vs 17) despite other matches and high similarity score,0,1
1.0,11756 borman drive,street louis,mo,631464127,US,3144735141.0,11756 borman drive,saint louis,mo,63146,US,3144735141.0,0.9625,1,1,0.98,"All address components match when normalized, identical phone, high similarity.",1,1
1.0,1060 woods mill road,chesterfield,mo,63017,US,6362272770.0,1060 woods mill road,chesterfield,mo,63017,US,6362272770.0,0.95,1,1,1.0,"All address and phone fields match exactly, so they refer to the same place.",1,1
1.0,via cenisio 61,milano,25,20154,IT,390233603122.0,via cenisio 61,milano,mi,20154,IT,233603122.0,0.6634564317242835,1,1,0.99,"Same address, city, postcode, country and phone.",1,1
0.0,1530 east williams field road suite 206 210,gilbert,az,85295,US,,1530 east williams field road,gilbert,az,85295,US,3039970775.0,0.7777394295574181,1,1,0.85,"Addresses share street, city, postcode, country; similarity high and baseline pred=1.",0,0
0.0,5435 sugarloaf parkway,lawrenceville,ga,300435700,US,6785481918.0,5425 sugarloaf parkway suite 1103,lawrenceville,ga,30043,US,4702826178.0,0.7663905240063409,1,0,0.75,"Street numbers differ (5435 vs 5425), so records are not the same place despite high similarity and matching city/region.",1,0
1.0,113 west chestnut street,jeffersonville,in,47130,US,8122807772.0,113 west chestnut street,jeffersonville,in,47130,US,8122807772.0,1.0,1,1,1.0,identical address and phone number,1,1
1.0,1113 lake murray boulevard,irmo,sc,29063,US,8037697313.0,1113 lake murray boulevard,irmo,sc,29063,US,8037697313.0,0.95,1,1,1.0,Identical addresses and phone numbers confirm the same physical location.,1,1
1.0,2518 north military avenue,oklahoma city,ok,731065665,US,4055211902.0,2518 north military avenue 101,oklahoma city,ok,73106,US,4055211902.0,0.9,1,1,0.95,High similarity and identical phone with matching street number and city despite unit suffix.,1,1
1.0,25 pho nguyen hoang,quan nam tu liem,,12014,VN,84968964286.0,25 pho nguyen hoang,quan nam tu liem,,12014,VN,8419007334.0,0.6469754001880271,1,1,0.96,all address fields identical plus high similarity score and baseline match=yes,1,1
1.0,420 east macdade boulevard,folsom,pa,19033,US,8447475435.0,420 macdade boulevard,folsom,pa,19033,US,8447475435.0,0.8684570952110651,1,1,0.95,"High similarity score, baseline predicts match, and all key address fields plus phone number match exactly.",1,1
0.0,7600 east orchard road,greenwood village,,801112476,US,3034880475.0,7600 east orchard road suite 300n,greenwood vilge,,80111,US,,0.6565055538112883,1,1,0.85,"High similarity score, baseline prediction 1, same street number and street name in the same city; suite suffix discrepancy is minor.",0,0
1.0,30825 ryan road,warren,mi,48092,US,5867512900.0,30825 ryan road,warren,mi,48092,US,5867512900.0,0.9381679034077396,1,1,0.99,both similarity score and prediction are 1 and every address and phone field matches,1,1
1.0,2110 south reserve street,missoula,mt,59801,US,4065490094.0,2110 south reserve street,missoula,mt,59801,US,4065490094.0,0.95,1,1,1.0,All address components and phone numbers match exactly.,1,1
1.0,miskolctapolcai ut 25,miskolc,,3518,HU,3646561561.0,miskolctapolcai ut 25 27,miskolc,borsod abauj zemplen,3519,HU,646561561.0,0.7,1,0,0.9,Postcode differs (3518 vs 3519) and street numbers differ (25 vs 25-27).,0,1
1.0,6749 ogden avenue,berwyn,il,604023604,US,7084849060.0,6749 ogden avenue,berwyn,il,60402,US,7084849060.0,0.95,1,1,0.95,All key address parts and phone numbers match exactly.,1,1
0.0,1515 harrison avenue northwest,olympia,wa,985025352,US,3604366313.0,1722 harrison avenue northwest,olympia,wa,985025200,US,3602800509.0,0.587109531194911,0,0,1.0,different street numbers and phone numbers,1,1
1.0,811 collins boulevard,covington,la,70433,US,9858984964.0,811 collins boulevard,covington,la,70433,US,9858984964.0,0.95,1,1,0.99,Identical address fields and phone number confirm the same location.,1,1
0.0,249 john street,south amboy,nj,088791796,US,7327441749.0,140 broadway north,south amboy,nj,088791642,US,7325255924.0,0.3861249385373779,0,0,0.39,street numbers and names differ and phones don't match despite same city/region.,1,1
1.0,richardson road corder drive,,,2570,AU,61435914137.0,richardson road corder drive,spring farm,new south wales,2570,AU,435914137.0,0.7901435839881494,1,1,0.93,"High similarity, baseline=1, identical street & postcode, phone numbers match after formatting.",1,1
0.0,rua duque de caxias 389,barra mansa,rj,27345010,BR,5524992941319.0,avenida joaquim leite 509,barra mansa,rj,27345390,BR,552433239163.0,0.3720848307292602,0,0,0.95,"Street names and numbers differ, cities and countries agree.",1,1
1.0,805 north main street,celina,oh,45822,US,5675105908.0,805 north main street,celina,oh,45822,US,5675105908.0,1.0,1,1,1.0,All address components and phone numbers are identical.,1,1
1.0,6106 gunn highway,tampa,floor,33625,US,8139624420.0,6106 gunn highway,tampa,floor,33625,US,8139624420.0,1.0,1,1,1.0,identical address and phone number confirm same location,1,1
0.0,8800 rosedale highway,bakersfield,ca,93312,US,6618294641.0,8800 rosedale highway next to home depot walmart,bakersfield,ca,93312,US,6618294653.0,0.699313487719877,1,1,0.8,"high similarity, baseline match, and identical street/city/postcode despite slightly different phone suffixes",0,0
0.0,hamam sokak 1,luleburgaz,,39750,TR,902884125378.0,dere mah,,,39750,TR,,0.2412803143822657,0,0,0.7,"low similarity, baseline predicts different places, and street number missing in record B",1,1
0.0,8000 five mile road suite 305,cincinnati,oh,45255,US,5132323500.0,7500 state road,cincinnati,oh,45255,US,5136244500.0,0.5091576969516534,0,0,0.95,"Street numbers and phone numbers differ, confirming different places despite same city and postcode.",1,1
1.0,1218 troy schenectady road,latham,ny,12110,US,5187858800.0,1218 troy schenectady road,latham,ny,12110,US,5185811200.0,0.6,0,1,0.9,all address fields match and similarity 0.6 supports a match despite differing phones,1,0
1.0,nelblingstrasse 13,wurmlingen,bw,78573,DE,4974611718009.0,nelblingstr 13,wurmlingen,baden wurttemberg,78573,DE,,0.6673913043478261,1,1,0.9,"High similarity and baseline agree; addresses differ only by ‘nelblingstrasse’ vs ‘nelblingstr’, which is an expected abbreviation.",1,1
1.0,london road,dorchester,,DT11NE,GB,441305266066.0,london road,dorchester,dorset,DT11NE,GB,1305555700.0,0.6388247485117606,1,1,0.64,"High similarity score and baseline indicate match, and address fields match except missing region.",1,1
1.0,1766 palo verde avenue,east palo alto,ca,96303,US,4089844462.0,1766 palo verde avenue,east palo alto,ca,96303,US,4089844462.0,1.0,1,1,1.0,identical address fields and phone numbers,1,1
1.0,69005 main street,blountsville,al,35031,US,2054293351.0,69005 main street,blountsville,al,35031,US,2054293351.0,0.95,1,1,0.99,All address components and phone numbers match exactly.,1,1
1.0,13321 north meridian avenue,oklahoma city,ok,731208315,US,8667352038.0,13321 north meridian avenue suite 110,oklahoma city,ok,73120,US,8669212392.0,0.7475,1,1,0.87,same street/city/region and the score+pred favor match; only suite/unit difference,1,1
1.0,5980 cattleridge boulevard,sarasota,floor,34232,US,9413792729.0,5980 cattleridge boulevard,sarasota,floor,34232,US,9413792729.0,0.7999999999999999,1,1,0.99,identical address components and phone number,1,1
0.0,calle morelos 805,guadalajara,,44100,MX,523344444859.0,calle camarena 141,guadalajara,,44160,MX,523339159117.0,0.551548763038665,0,0,0.95,Different street names and numbers; only the city and country match.,1,1
1.0,413 pulaski highway,joppa,md,210853610,US,4106791000.0,413 pulaski highway,joppa,md,21085,US,4106791064.0,0.8272789179981882,1,1,0.93,"High similarity and baseline match with matching street address and city; phones differ only by last two digits, likely variants of same business.",1,1
1.0,36 high street,sutton,eng,SM11HF,GB,442087703560.0,36 high street,sutton,,SM11HF,GB,2087703560.0,0.85,1,1,0.95,"identical street number, street, city, postcode, country and phones; similarity 0.85 and baseline 1.",1,1
0.0,59 babbacombe downs road,torquay,eng,TQ13LP,GB,441803316200.0,33 35 babbacombe downs road,torquay,eng,TQ13,GB,447391122365.0,0.4834955108987638,0,0,0.48,Street numbers differ (59 vs 33-35) and similarity score is below threshold.,1,1
1.0,820 northeast park street,okeechobee,floor,34972,US,8638246101.0,820 northeast park street,okeechobee,floor,34972,US,8638246101.0,0.95,1,1,0.99,All address fields and phone numbers identical.,1,1
1.0,201 abraham flexner way suite 102,louisville,ky,40202,US,5025608300.0,201 abraham flexner way suite 102,louisville,ky,40202,US,5025608300.0,0.9259517868183345,1,1,1.0,"Identical addresses, postcodes, and phone numbers.",1,1
1.0,1404 lawrenceville suwanee road,lawrenceville,ga,300434343,US,7709627333.0,1404 lawrenceville suwanee road suite 104,lawrenceville,ga,30043,US,7709627333.0,0.920038441807712,1,1,0.99,"high similarity, baseline=1, matching phone and identical street/city/region/country except optional suite suffix.",1,1
0.0,300 9th avenue,beaver falls,pa,15010,US,7248461440.0,300 9th avenue,beaver falls,pa,15010,US,7248431000.0,0.6289152033561846,0,1,0.93,All address components match; high similarity score overrides different phone numbers.,0,1
1.0,366 field street,greenville,sc,296013562,US,8559729090.0,366 field street,greenville,sc,29601,US,8559729090.0,0.8773209523368751,1,1,0.98,"High similarity, baseline match set, identical address and phone number.",1,1
0.0,1220 tasman drive,sunnyvale,ca,940892400,US,4089620506.0,1257 tasman drive,sunnyvale,ca,940892250,US,,0.6054190189764818,0,0,0.99,Similarity is under threshold and street numbers differ.,1,1
1.0,piazza vittorio emanuele ii 9,belluno,34,32100,IT,39043725271.0,piazza vittorio emanuele ii 12,belluno,bl,32100,IT,43725271.0,0.55,0,0,0.9,"Street numbers 9 and 12 differ, so they are different places despite high similarity.",0,0
1.0,14200 1st avenue south,burien,wa,981683430,US,2063600444.0,14200 1st avenue south suite b,burien,wa,98168,US,2063600444.0,0.8866619495658595,1,1,0.93,"High similarity score and baseline match confirmed by identical street address, city, postcode root, country, and phone number.",1,1
1.0,38 fore street,torquay,eng,TQ14LX,GB,441803494001.0,38 fore street street marychurch,torquay,,TQ14LX,GB,1803494001.0,0.7285714285714286,1,1,0.89,"High similarity score and baseline pred=1; matching street number, postcode, city and phone number confirm same place.",1,1
1.0,1766 palo verde avenue,east palo alto,ca,96303,US,4089844462.0,1766 palo verde avenue,east palo alto,ca,96303,US,4089844462.0,0.95,1,1,1.0,All address components and phone numbers are identical.,1,1
1.0,1st floor muthu complex no 3 117 gst main road,,,625006,IN,918929113279.0,no 3 117 1st floor muthu complex gst road thiru nagar,madurai,tamil nadu,625006,IN,8001036369.0,0.6799999999999999,1,1,0.95,"Same street number 3, same complex on GST Road, same postcode 625006, same country IN; similarity 0.68 and pred=1; phone numbers differ but all address indicators confirm one business.",1,1
0.0,3rd floor rajapushpa business center kondapur,hyderabad,telangana,500084,IN,6194420600.0,3rd floor rajapushpa business center kondapur,hyderabad,telangana,500084,IN,6194420600.0,0.8958650793650794,1,1,0.95,identical address and phone number with high similarity score,0,0
1.0,pye cor,,,BS161SE,GB,441454776098.0,pye corner,bristol,,BS161SE,GB,1454776098.0,0.7738461538461539,1,1,0.95,"High similarity, baseline match, identical postcode and country with matching phone number.",1,1
1.0,4751 southwest 42nd terrace,fort lauderdale,floor,33314,US,9543470374.0,4751 southwest 42nd terrace,fort lauderdale,floor,33314,US,9547194532.0,0.6545525942294375,1,1,0.88,"High similarity, baseline match, and identical address; phone mismatch is minor.",1,1
1.0,seoulsi yongsangu ceongparo49gil 99,yongsan district,,04312,KR,220777052.0,ceongpadong2ga 53 12,,,,KR,220777755.0,0.3008376623376623,0,0,0.25,similarity low; pred 0; addresses differ in street number and city,0,0
1.0,kaltenkirchener siedlung 3,putlitz,,16949,DE,493022005500.0,kaltenkirchener siedlung 3,putlitz,brandenburg,16949,DE,3022005500.0,0.79689216014613,1,1,0.99,"Similarity high, baseline predicts match, and all address components plus phone numbers match after normalizing formats.",1,1
1.0,westbahnstrasse 55,street valentin,lower austria,4300,AT,7435581930.0,westbahnstrasse 55,sankt valentin,lower austria,4300,AT,7435581930.0,0.9510382248017828,1,1,0.99,"Identical street, number, postcode, country and phone; cities differ only by dialect spelling.",1,1
0.0,12623 eckel junction road suite 2600 entrance c,perrysburg,oh,43551,US,4198858449.0,12623 eckel junction road,perrysburg,oh,43551,US,5673681000.0,0.6850108793485655,1,1,0.95,"Same street number/name/city/postcode and similarity+baseline both 1, phones differ but still same place.",0,0
1.0,600 east army post road,des moines,ia,503155931,US,5156509354.0,600 east army post road,des moines,ia,50315,US,5156509354.0,0.9,1,1,0.95,"Identical address, phone, and city; only trailing digits in postcode differ",1,1
0.0,310 east 75th street,new york,ny,100210127,US,6463421251.0,342 east 77th street,new york,ny,100752401,US,2125979555.0,0.5950287397641196,0,0,0.95,Street numbers and street names differ; phones differ; baseline pred is 0 (different).,1,1
0.0,6550 fannin street,houston,tx,770302701,US,7134411100.0,6560 fannin street scurlock suite 1950,houston,tx,77030,US,7134414280.0,0.6408323573820246,1,0,0.95,Street numbers differ (6550 vs 6560) so they are distinct buildings on the same block.,1,0
0.0,attundavagen 1,taby,,18334,SE,4687584814.0,akerbyvagen 4,taby,,18334,SE,850382760.0,0.4675911838559754,0,0,0.95,Different street names and phone numbers with only city and postcode shared.,1,1
1.0,1601 north 32nd street,muskogee,ok,744012248,US,9189105253.0,1601 north 32nd street,muskogee,ok,74401,US,9189105253.0,0.87339216014613,1,1,0.95,"Scores and baseline say same; only minor postcode length difference, address & phone identical.",1,1
1.0,5909 breckenridge parkway,tampa,floor,336104237,US,8133591293.0,5909 breckenridge parkway suite g,tampa,floor,33610,US,8133591293.0,0.8975000000000001,1,1,0.97,"matching phone, city, postcode, and street number plus name",1,1
1.0,7230 west north avenue,elmwood park,il,60707,US,7083955880.0,7230 west north avenue,elmwood park,il,60707,US,7083955880.0,1.0,1,1,1.0,All address fields and phone numbers are identical.,1,1
0.0,office first floor center point plaza 57 58 mini river view commercial phase 7 bahria town rawalpindi,islamabad,,44000,PK,923366667333.0,office no 101 1st floor plot no 12 malik heights midway commercial main bahria expressway phase 7 rawalpindi,rawalpindi,,46000,PK,923005123279.0,0.4836248844764704,0,0,0.49,"Different street numbers/plots, different postcodes and cities, dissimilar phones.",1,1
1.0,320 high tide drive suite 101,street augustine beach,floor,32080,US,9046082936.0,320 high tide drive 101,saint augustine,floor,32080,US,9048252351.0,0.8210294117647058,1,0,0.6,similarity high but predicted same_place=1 rejected because cities differ (street augustine beach vs saint augustine) and phone numbers differ.,0,1
1.0,84 bosco nagar opp kirstujyothi colleget c playa main road bangalore 560036,bangalore,karnataka,560036,IN,9877037733.0,shop no 20 near anugrah hospital next to ak food super market govinda chetty palya electroniccit 560099,bangalore,karnataka,560099,IN,9877037733.0,0.6031914893617022,0,0,0.85,Same phone but different postcodes and no matching street details; scores below threshold.,0,0
0.0,370 main street,winkler,mb,R6W4B2,CA,2043259595.0,555 north railway avenue,winkler,mb,R6W,CA,2043258777.0,0.3284771893879863,0,0,0.95,Different street numbers and names; similarity score low; phone numbers differ.,1,1
1.0,ladau 273,krumbach,,6942,AT,4355138640.0,ladau 273,krumbach,,6942,AT,55138640.0,0.75,1,1,0.95,"All address components match and phone numbers differ only by country prefix, strongly indicating the same place.",1,1
0.0,cherating river,kampong cherating,,,MY,60132152708.0,lot 367 kampong cherating lama,kampong baharu cherating,,26080,MY,6095819248.0,0.4312731637151542,0,0,0.15,Cities differ (kampong cherating vs kampong baharu cherating) and street numbers are not equivalent; low similarity and baseline pred 0.,1,1
1.0,lushes bungalpw,sturminster newton,,DT101HD,GB,8002980079.0,lushes bungalow,sturminster newton,,DT101HD,GB,7527113664.0,0.7572427922954239,1,1,0.83,High similarity (0.76) and baseline match (1) with only a minor spelling difference in the address; cities/postcodes match.,1,1
0.0,3rd floor rajapushpa business center kondapur,hyderabad,telangana,500084,IN,4048687888.0,3rd floor rajapushpa business center kondapur,hyderabad,telangana,500084,IN,6194420600.0,0.7458650793650794,1,1,0.86,matching normalized address confirmed same location,0,0
1.0,200 west i65 service road south,mobile,al,36608,US,2513437101.0,200 west i65 service road south,mobile,al,36608,US,2513437101.0,1.0,1,1,1.0,All fields including address and phone are identical.,1,1
1.0,3105 grand avenue,ames,ia,50010,US,5152331736.0,3015 grand avenue,ames,ia,50010,US,5152331345.0,0.6699999999999999,1,0,0.75,Street numbers differ (3105 vs 3015) despite same city/postcode.,0,1
1.0,849 via del castello street,henderson,nv,89011,US,7029035137.0,849 via del castello,henderson,nv,89011,US,7029035137.0,0.7999999999999999,1,1,0.92,"High similarity, baseline pred=1, and all key address components plus phone match exactly.",1,1
1.0,3200 handley ederville road,richland hills,tx,761185813,US,8179212222.0,3200 handley ederville road,richland hills,tx,76118,US,8179212222.0,0.85,1,1,0.99,"identical street address, city, region, country and phone; only zip+4 vs zip difference accepted",1,1
0.0,60 railroad place,saratoga springs,ny,128663007,US,5185841531.0,497 broadway,saratoga springs,ny,12866,US,5185841775.0,0.4129016362196256,0,0,0.95,"Street numbers and names differ, so different locations despite same city/region.",1,1
0.0,3400 55th street northwest,rochester,mn,559010123,US,5072808270.0,3400 55th street northwest,rochester,mn,55901,US,5072808270.0,0.8506942036068307,1,1,0.93,High similarity score and matching full address and phone confirm same location.,0,0
1.0,11001 north port washington road,mequon,wi,53092,US,2622418800.0,11001 north port washington road,mequon,wi,53092,US,2622418800.0,0.95,1,1,0.95,All address fields and phone numbers match.,1,1
1.0,100 bluewater parkway,,,DA99ST,GB,442080545400.0,bluewater bluewater parkway,greenhithe,,DA99ST,GB,2045126671.0,0.3999999999999999,0,0,0.85,Different phone numbers and missing street number in B; cities differ (nan vs greenhithe).,0,0
